clip_name,frame_nr,person_id,nose_x,nose_y,neck_x,neck_y,rshoulder_x,rshoulder_y,relbow_x,relbow_y,rwrist_x,rwrist_y,lshoulder_x,lshoulder_y,lelbow_x,lelbow_y,lwrist_x,lwrist_y,midhip_x,midhip_y,rhip_x,rhip_y,rknee_x,rknee_y,rankle_x,rankle_y,lhip_x,lhip_y,lknee_x,lknee_y,lankle_x,lankle_y,reye_x,reye_y,leye_x,leye_y,rear_x,rear_y,lear_x,lear_y,lbigtoe_x,lbigtoe_y,lsmalltoe_x,lsmalltoe_y,lheal_x,lheal_y,rbigtoe_x,rbigtoe_y,rsmalltoe_x,rsmalltoe_y,rheal_x,rheal_y,label,status
1P-Ana-780p,18,0,391.39,415.905,0.850873,401.909,499.655,0.90946,342.464,496.156,0.8442719999999999,300.627,597.427,0.884672,321.663,628.73,0.917087,464.719,503.062,0.848484,506.568,600.862,0.91995,457.58,639.189,0.86338,394.835,712.646,0.726819,349.585,712.558,0.756153,373.753,880.105,0.825359,377.448,1047.55,0.842563,429.907,716.049,712.558,0.756153,880.186,0.8257300000000001,409.011,1051.1,0.783407,377.328,405.259,0.9730479999999999,405.354,401.985,,
1P-Ana-780p,19,0,398.397,412.419,0.8805029999999999,405.324,496.092,0.913032,345.979,492.78,0.8892329999999999,311.117,597.42,0.875146,325.231,625.421,0.874765,471.637,496.084,0.83608,510.114,600.811,0.956762,457.855,635.739,0.8887109999999999,401.704,712.557,0.76819,353.134,712.461,0.733208,374.103,883.54,0.811838,384.382,1047.63,0.800897,433.382,712.646,712.461,0.733208,883.528,0.853521,426.239,1051.02,0.7986019999999999,377.567,401.999,0.9411259999999999,408.879,401.832,,
1P-Ana-780p,20,0,401.918,408.892,0.940747,408.934,492.74,0.887189,349.38,492.753,0.903072,317.984,597.413,0.922874,339.096,625.282,0.8751869999999999,478.702,492.707,0.85682,513.685,600.718,0.9854489999999999,464.761,628.915,0.8821049999999999,405.358,709.118,0.791114,370.399,709.05,0.748504,377.488,876.626,0.8421900000000001,394.942,1044.21,0.8055300000000001,443.803,712.432,709.05,0.748504,879.954,0.8808779999999999,429.647,1047.52,0.835044,381.059,401.786,0.902895,415.868,398.422,,
1P-Ana-780p,21,0,405.261,405.26,0.983293,415.87,489.249,0.882323,349.639,489.284,0.9159900000000001,318.222,593.772,0.911349,342.61,621.733,0.864942,485.559,489.258,0.9131500000000001,517.152,597.416,0.958156,471.715,628.679,0.8787649999999999,408.846,712.438,0.767628,373.899,712.409,0.765103,381.044,879.926,0.823515,401.802,1044.06,0.85645,454.118,712.468,712.409,0.765103,880.046,0.8535379999999999,433.249,1047.61,0.861807,391.364,394.92,0.8352919999999999,426.24,391.359,,
1P-Ana-780p,22,0,405.492,401.853,0.9523,426.203,485.805,0.911142,353.092,485.8,0.8996609999999999,318.276,590.344,0.894957,346.078,618.268,0.859494,485.773,489.014,0.924693,523.99,597.138,0.904855,482.018,625.275,0.8927729999999999,408.987,705.572,0.7385039999999999,374.029,705.485,0.751435,391.351,876.532,0.799057,401.874,1040.53,0.843878,454.255,708.938,705.485,0.751435,879.931,0.8224009999999999,436.741,1044.1,0.816761,398.383,387.874,0.852727,429.648,384.403,,
1P-Ana-780p,23,0,412.361,401.761,0.9027529999999999,429.707,485.656,0.9462659999999999,359.996,485.676,0.8727389999999999,321.747,590.294,0.8626579999999999,349.608,604.34,0.865035,489.322,485.655,0.9026639999999999,527.572,590.381,0.854111,485.456,625.095,0.900917,419.311,701.972,0.711959,377.424,695.102,0.750854,398.401,866.076,0.80171,405.33,1030.15,0.797457,457.74,702.085,695.102,0.750854,873.039,0.8106709999999999,436.818,1040.52,0.797379,401.897,381.061,0.906115,429.955,380.964,,
1P-Ana-780p,24,0,419.388,394.956,0.859908,429.844,485.447,0.9414800000000001,366.957,485.454,0.857815,325.074,586.823,0.844877,352.968,604.253,0.87855,492.724,482.19,0.870072,534.481,579.849,0.855914,485.562,618.197,0.876378,426.186,702.049,0.726858,377.539,698.557,0.739846,401.858,869.541,0.83494,408.898,1023.28,0.7919269999999999,461.161,705.482,698.557,0.739846,873.105,0.8499089999999999,447.216,1040.62,0.7785829999999999,405.271,377.562,0.950649,433.325,377.472,,
1P-Ana-780p,25,0,422.884,391.47,0.867543,429.929,482.176,0.935314,370.389,482.213,0.868014,325.137,590.288,0.8441609999999999,353.154,600.888,0.885826,496.166,478.73,0.8366169999999999,537.941,576.454,0.890351,485.757,611.369,0.874404,429.608,705.489,0.7377469999999999,381.022,702.047,0.693751,402.005,869.636,0.827437,415.837,1026.67,0.775507,461.292,705.531,702.047,0.693751,873.08,0.8625579999999999,450.709,1033.6,0.75939,405.395,377.463,0.9522729999999999,433.44,377.383,,
1P-Ana-780p,26,0,426.334,384.501,0.8832200000000001,433.241,482.073,0.9150919999999999,373.765,482.055,0.87136,332.093,579.929,0.808738,360.019,600.902,0.868987,503.032,478.688,0.825324,541.31,579.823,0.895033,489.098,611.258,0.883752,429.79,705.526,0.765898,384.515,702.083,0.685261,405.24,866.05,0.825994,412.453,1023.21,0.786026,464.798,705.589,702.083,0.685261,872.961,0.861207,450.664,1030.2,0.752047,405.51,374.117,0.9478489999999999,436.874,374.029,,
1P-Ana-780p,27,0,429.597,384.409,0.896647,433.271,478.697,0.905033,373.776,478.684,0.864393,332.035,579.857,0.809919,359.977,600.75,0.871043,503.117,475.212,0.8193100000000001,541.434,576.478,0.9249419999999999,489.138,604.393,0.908979,429.772,708.992,0.7825000000000001,384.509,708.889,0.703139,402.015,873.019,0.835035,408.972,1023.2,0.793322,464.741,709.08,708.889,0.703139,873.129,0.8682949999999999,450.752,1030.18,0.7488349999999999,405.568,374.079,0.939569,436.911,373.964,,
1P-Ana-780p,28,0,426.278,384.501,0.8827100000000001,433.197,482.097,0.9171459999999999,370.471,482.134,0.8721209999999999,328.588,586.864,0.8182619999999999,363.427,600.744,0.8747189999999999,499.658,478.68,0.82518,538.079,576.487,0.8984669999999999,485.783,604.466,0.900809,429.598,708.998,0.77087,380.998,708.902,0.724532,401.934,876.419,0.857066,412.309,1023.23,0.786808,461.301,709.089,708.902,0.724532,876.45,0.882695,450.728,1040.5,0.779254,405.422,377.324,0.963606,436.792,374.02,,
1P-Ana-780p,29,0,426.212,384.509,0.875699,429.971,482.145,0.925466,370.424,482.166,0.870284,325.176,586.923,0.833042,360.005,600.734,0.8787379999999999,496.197,482.044,0.837845,538.015,576.421,0.900874,485.692,604.458,0.8892639999999999,429.596,708.919,0.773158,380.962,705.528,0.730837,401.915,866.111,0.8385509999999999,408.944,1019.82,0.8031400000000001,461.335,709.004,705.528,0.730837,869.584,0.843336,447.294,1037.06,0.754853,405.397,377.345,0.9629679999999999,433.494,374.037,,
1P-Ana-780p,30,0,426.216,384.507,0.881266,429.935,482.143,0.929758,370.372,482.173,0.864096,325.061,590.344,0.85101,356.542,600.669,0.887139,496.174,482.024,0.8373600000000001,538.038,579.835,0.885069,485.653,604.358,0.9073500000000001,426.327,708.926,0.772832,377.646,705.541,0.7440549999999999,401.882,866.121,0.839147,405.474,1023.18,0.814993,461.293,709.035,705.541,0.7440549999999999,873.0,0.8498469999999999,447.316,1026.71,0.7573679999999999,405.374,377.335,0.9658700000000001,436.775,374.029,,
1P-Ana-780p,31,0,419.396,387.953,0.8576269999999999,429.912,482.203,0.9389600000000001,367.034,482.216,0.8574219999999999,321.819,590.365,0.856444,356.514,600.716,0.894701,496.122,482.148,0.854352,537.934,579.941,0.8625839999999999,485.625,604.408,0.907516,426.355,709.047,0.781503,380.918,708.963,0.7518579999999999,401.811,869.634,0.835965,405.56,1023.19,0.809408,461.306,712.415,708.963,0.7518579999999999,873.041,0.852332,447.258,1033.58,0.7572979999999999,405.322,377.382,0.967217,433.382,377.313,,
1P-Ana-780p,32,0,422.784,391.362,0.857574,429.875,485.471,0.9450449999999999,366.938,485.499,0.859869,325.117,593.71,0.849397,359.991,600.827,0.883296,496.122,485.444,0.862571,537.865,583.32,0.849738,485.597,607.758,0.8910100000000001,426.292,709.115,0.7750239999999999,380.893,709.026,0.7548079999999999,401.838,873.042,0.853364,408.812,1023.22,0.798769,461.232,712.486,709.026,0.7548079999999999,876.416,0.8571479999999999,447.255,1033.62,0.736892,405.312,377.411,0.959625,433.433,377.384,,
1P-Ana-780p,33,0,422.745,394.946,0.860324,429.842,485.501,0.9504769999999999,366.916,485.537,0.8671449999999999,321.82,593.782,0.8727039999999999,356.536,600.901,0.880988,492.758,485.471,0.875297,534.5,579.945,0.8464119999999999,485.486,607.806,0.878537,426.238,709.079,0.773975,377.588,708.994,0.768766,401.828,873.02,0.843725,405.524,1026.62,0.793302,461.221,712.447,708.994,0.768766,876.517,0.8728079999999999,440.369,1037.15,0.741926,405.278,377.583,0.9529479999999999,433.358,377.502,,
1P-Ana-780p,34,0,419.287,398.282,0.868709,429.923,485.532,0.95337,370.358,485.567,0.8824059999999999,325.101,593.855,0.860958,360.041,600.932,0.863331,496.126,485.524,0.878926,534.539,586.823,0.836116,485.466,611.241,0.8674689999999999,426.356,712.473,0.7850389999999999,380.877,709.119,0.7659429999999999,401.841,873.053,0.852219,408.792,1033.6,0.782227,461.355,712.581,709.119,0.7659429999999999,876.526,0.877483,443.799,1040.62,0.771546,405.287,377.636,0.951881,433.284,377.584,,
1P-Ana-780p,35,0,419.288,398.43,0.880815,429.878,485.635,0.9590829999999999,370.332,485.67,0.8855600000000001,321.764,593.864,0.8849849999999999,353.145,601.016,0.877065,492.751,485.627,0.8937600000000001,534.536,590.319,0.8606959999999999,485.453,607.902,0.868814,426.324,712.535,0.7835719999999999,380.872,712.443,0.771816,401.8,876.566,0.857559,405.386,1040.51,0.811241,461.312,712.652,712.443,0.771816,879.989,0.878207,443.777,1043.94,0.784041,402.048,381.033,0.9333049999999999,433.277,380.878,,
1P-Ana-780p,36,0,415.909,401.673,0.88075,429.847,485.692,0.959401,366.978,485.744,0.8810479999999999,321.776,597.291,0.905211,356.53,604.358,0.8541500000000001,492.736,485.675,0.895802,537.866,593.716,0.8699,482.219,607.845,0.880459,426.316,712.579,0.775281,380.882,712.498,0.764811,401.787,876.572,0.863699,405.408,1033.59,0.791029,461.301,715.967,712.498,0.764811,879.961,0.8755759999999999,443.73,1043.95,0.786801,402.026,384.377,0.924611,433.234,380.919,,
1P-Ana-780p,37,0,415.798,398.454,0.88185,429.813,485.693,0.9578639999999999,366.9,485.761,0.876537,321.725,597.367,0.90512,356.511,604.308,0.861985,492.7,485.647,0.8942509999999999,534.465,593.736,0.864568,482.175,607.776,0.8831100000000001,426.211,712.568,0.7563949999999999,377.55,712.486,0.7713249999999999,401.782,879.943,0.864378,405.403,1037.05,0.7940900000000001,461.218,712.664,712.486,0.7713249999999999,880.05,0.86875,440.368,1043.94,0.785723,401.96,381.068,0.924873,433.206,380.892,,
1P-Ana-780p,38,0,412.322,398.455,0.8947219999999999,429.768,485.689,0.95603,363.507,485.737,0.8752369999999999,321.67,597.345,0.908389,356.466,604.266,0.870145,492.61,485.647,0.9047259999999999,531.016,593.843,0.8726619999999999,482.103,607.785,0.877485,422.806,712.552,0.7529319999999999,377.48,712.469,0.782501,401.78,880.136,0.866649,405.453,1037.17,0.796186,461.111,712.64,712.469,0.782501,880.105,0.878749,443.726,1044.04,0.791515,401.892,381.023,0.918527,429.96,380.912,,
1P-Ana-780p,39,0,412.387,398.42,0.8874489999999999,429.758,485.677,0.9591259999999999,363.465,485.732,0.878907,321.666,597.213,0.898671,356.456,601.033,0.8736379999999999,492.612,485.643,0.908937,534.42,593.814,0.8691289999999999,482.029,604.444,0.8744379999999999,422.842,712.454,0.761133,377.478,709.109,0.786878,401.779,879.921,0.871374,405.467,1037.12,0.8069029999999999,461.135,712.527,709.109,0.786878,879.943,0.8819039999999999,440.322,1043.98,0.793577,401.88,381.038,0.919495,433.169,377.667,,
1P-Ana-780p,40,0,412.387,398.422,0.8879119999999999,429.75,485.657,0.96,363.435,485.713,0.878489,321.633,597.199,0.901589,353.148,601.003,0.882891,492.584,485.616,0.908102,531.003,593.808,0.864119,482.025,604.444,0.873668,422.84,712.529,0.758002,377.495,712.449,0.782705,401.688,876.696,0.863582,405.382,1033.68,0.809979,461.123,712.609,712.449,0.782705,876.683,0.874871,440.363,1040.57,0.7609349999999999,401.89,381.056,0.9181900000000001,433.154,380.884,,
1P-Ana-780p,41,0,412.387,401.744,0.8998659999999999,429.658,488.989,0.9463689999999999,359.978,489.048,0.879675,321.585,597.33,0.9230400000000001,353.122,604.346,0.862958,489.273,485.749,0.916744,531.005,593.867,0.8778849999999999,478.582,607.765,0.850641,426.181,716.061,0.750823,377.541,716.007,0.769558,401.696,879.955,0.854548,405.339,1037.06,0.815967,461.165,716.116,716.007,0.769558,879.953,0.8522839999999999,440.297,1044.06,0.7782549999999999,401.846,384.48,0.8973700000000001,433.155,380.992,,
1P-Ana-780p,42,0,408.931,401.741,0.920307,429.643,489.158,0.9397949999999999,356.576,489.214,0.8748429999999999,321.549,597.324,0.9198649999999999,352.954,611.25,0.8482400000000001,489.272,489.074,0.9167500000000001,530.962,597.238,0.9018879999999999,475.176,607.803,0.8460639999999999,422.864,722.942,0.729737,377.512,719.519,0.7528079999999999,398.402,880.078,0.842498,405.222,1040.62,0.8267979999999999,461.09,723.021,719.519,0.7528079999999999,880.096,0.838119,436.889,1044.08,0.805584,401.792,384.517,0.888076,429.851,381.056,,
1P-Ana-780p,43,0,408.878,401.706,0.915526,426.358,489.24,0.922468,356.446,489.274,0.8785649999999999,321.448,597.433,0.9164249999999999,352.999,611.282,0.859923,489.191,489.167,0.917655,527.556,597.282,0.912802,468.291,611.267,0.837961,422.764,729.98,0.732426,377.493,729.936,0.7477079999999999,398.3,883.573,0.815016,405.284,1044.08,0.8652679999999999,457.838,730.025,729.936,0.7477079999999999,883.566,0.810114,436.778,1047.51,0.813951,401.744,384.501,0.8828,429.806,381.075,,
1P-Ana-780p,44,0,408.91,401.726,0.916005,426.331,489.326,0.9121,353.116,489.34,0.8741519999999999,318.245,600.739,0.925372,349.639,614.726,0.867649,489.173,489.293,0.9177489999999999,527.572,597.328,0.916918,468.162,614.744,0.84491,422.732,726.44,0.7210700000000001,377.463,723.006,0.7531289999999999,398.243,880.154,0.814773,401.931,1044.2,0.853522,457.791,729.903,723.006,0.7531289999999999,880.202,0.8111919999999999,436.743,1047.62,0.816981,401.762,387.878,0.884137,429.825,384.396,,
1P-Ana-780p,45,0,408.84,401.85,0.9388219999999999,426.284,489.325,0.9074329999999999,353.093,489.335,0.8795179999999999,318.159,600.858,0.906914,349.615,614.82,0.8651329999999999,489.078,489.303,0.920009,524.061,597.383,0.9209189999999999,464.816,614.756,0.852451,415.805,723.039,0.715773,377.327,722.961,0.7454879999999999,391.437,883.554,0.791271,401.953,1044.22,0.8686229999999999,457.633,726.515,722.961,0.7454879999999999,883.59,0.811205,436.764,1047.75,0.7956519999999999,401.71,391.428,0.8835900000000001,429.767,387.874,,
1P-Ana-780p,46,0,408.806,402.014,0.947104,426.205,489.336,0.894917,353.047,492.578,0.883161,318.143,600.759,0.918715,349.577,618.317,0.864892,488.999,492.563,0.9118759999999999,520.685,600.684,0.920083,464.654,614.788,0.864358,412.333,719.457,0.731547,374.03,716.056,0.757188,387.964,880.228,0.803545,401.923,1047.57,0.859911,457.565,719.571,716.056,0.757188,883.491,0.838051,433.352,1051.08,0.819199,401.712,398.3,0.898276,429.676,391.45,,
1P-Ana-780p,47,0,408.797,401.992,0.9427249999999999,422.772,492.58,0.873205,352.958,492.65,0.8879539999999999,318.058,600.863,0.924364,349.565,618.297,0.874938,485.697,489.336,0.9216019999999999,520.566,600.816,0.923165,461.412,618.289,0.87253,412.343,722.995,0.7275619999999999,374.041,719.578,0.753537,384.459,883.548,0.8128759999999999,401.765,1047.58,0.8258449999999999,457.572,726.447,719.578,0.753537,883.51,0.847112,433.292,1047.74,0.8287319999999999,401.707,398.272,0.8890669999999999,429.697,394.844,,
1P-Ana-780p,48,0,405.529,401.95,0.9439609999999999,419.337,492.568,0.870915,349.663,492.628,0.902021,317.907,600.916,0.900361,349.434,618.296,0.888192,485.648,489.34,0.916474,517.227,600.853,0.937966,461.173,621.68,0.909103,408.941,719.557,0.7357969999999999,373.935,719.523,0.742355,381.054,883.619,0.8169500000000001,401.702,1047.74,0.811052,454.294,722.965,719.523,0.742355,887.027,0.831432,429.949,1051.14,0.823608,398.427,394.936,0.875733,429.664,394.831,,
1P-Ana-780p,49,0,405.459,401.987,0.951498,419.272,489.3,0.8760789999999999,349.581,489.318,0.9209029999999999,317.932,600.786,0.918786,349.454,621.635,0.893794,485.636,489.33,0.9136700000000001,517.158,600.91,0.943923,461.189,621.65,0.9035639999999999,408.855,719.549,0.7476109999999999,373.851,719.476,0.745379,380.949,883.496,0.833484,398.377,1047.65,0.818828,454.244,722.955,719.476,0.745379,886.983,0.843622,429.81,1047.75,0.8553769999999999,398.355,394.936,0.867811,429.612,394.859,,
1P-Ana-780p,50,0,405.474,401.856,0.9504859999999999,415.861,489.308,0.880116,349.54,489.307,0.924236,317.905,600.697,0.9097729999999999,349.476,621.655,0.886755,485.603,489.346,0.915203,517.09,601.012,0.949919,461.233,618.34,0.890979,408.902,719.448,0.757859,373.892,716.08,0.7620589999999999,380.96,880.141,0.853309,391.389,1044.22,0.793292,454.279,719.494,716.08,0.7620589999999999,883.564,0.8656269999999999,429.808,1047.65,0.860003,398.307,391.454,0.8558300000000001,429.65,391.378,,
1P-Ana-780p,51,0,405.404,401.726,0.937616,412.385,489.294,0.891276,349.454,489.295,0.9304859999999999,314.628,600.686,0.902312,349.41,618.194,0.877948,485.529,489.31,0.907249,517.008,600.834,0.973849,461.069,618.239,0.8807539999999999,408.796,719.479,0.761087,373.776,716.102,0.745566,377.635,880.128,0.853636,391.466,1047.48,0.802658,454.217,719.494,716.102,0.745566,883.525,0.8771249999999999,429.657,1047.54,0.858811,394.907,387.904,0.844741,429.621,384.5,,
